名称,英文名,id,poiID,经度,维度,标签,特色,价格,最低价格,评价分数,评论数量,封面图片,成人票价格,老人票价格,学生票价格,儿童票价格,建议游玩,开放时间,介绍,优待政策 
湾仔澳门街,AoMen Jie,1511552,18195702,22.19203,113.532894,街区漫步,逛一逛小型跳蚤市场,0.0,0,3.4,28,https://youimg1.c-ctrip.com/target/0102312000awh4odn4FE9.jpg,0,0,0,0,1-2小时,"{'openStatus': '', 'openStatusType': 999, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '1-2小时', 'openTimeDesc': '具体营业状态以当天开放情况为准'}",湾仔澳门街位于珠海湾仔，湾仔澳门街采用葡澳建筑特色，入口广场仿澳门建设“小三巴”牌坊，营造澳门特色气氛。湾仔澳门街总长700米，街道面积12000平方米，商铺近200家，商铺面积9000平方米。为增加街道、广场气氛，澳门街还引入小车仔方式经营。在入口广场及街面分布固定的、风格统一的、占地面积约2-3平方米的车仔小型铺，形成跳蚤市场。澳门街内的店铺以特色经营为主，主要经营粤、港、澳地方特产、手信。,{}
南沙湾沙滩,Nanshawan Beach,110412,91918,22.018623,113.7047,海滨沙滩,整个万山列岛较好的沙滩,0.0,0,4.0,30,https://dimg04.c-ctrip.com/images/100a1f000001grmauF4B2.jpg,0,0,0,0,2-3小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '全年 全天开放', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",东澳岛较吸引人的还要数沙滩。东澳岛有南沙湾、大竹湾、小竹湾三个沙滩，其中南沙湾享有“钻石沙滩”美誉，它也是整个万山列岛中较好的沙滩，沙质洁白细腻，海水清澈见底，岸边绿树扶疏，风景美丽而迷人。在夏季游泳时，如果你水性不好，就算在涨潮时，离岸几十米仍不用有没顶之虑。而在沙滩上晒晒太阳、打打沙滩排球都是很惬意的事，又或者在浓荫底下端上一瓶啤酒，捧上一本书，你会发现原来在炎炎夏日里生活还可以过得这样闲适。如果你喜欢运动，那么，这里还可以进行冲浪，驾驶帆船、摩托艇，潜水等游乐活动。,{}
观澳平台,Guan'ao Platform,1511120,18186021,22.218595,113.5594,地标观景,站在海边远眺澳门,0.0,0,4.4,93,https://dimg04.c-ctrip.com/images/0103t120009d43via7B45.jpg,0,0,0,0,30分钟,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '30分钟', 'openTimeDesc': '全年 全天开放', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",观澳平台位于珠海东侧海岸的情侣南路上，在这里向南看，不远处水的另一侧就是澳门城区，很多游客会来这里拍照观光。夜晚时，澳门万家灯火璀璨，夜景浪漫，适合情侣一起漫步欣赏。,{}
青青世界,Evergreen Resort,2777,75868,22.498923,113.901168,游乐场|4A,,0.0,0,4.4,1516,https://youimg1.c-ctrip.com/target/0100c120009vmtgglAAC4.jpg,39.9,40.0,39.9,40.0,3-4小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'openTimeHolidayDesc': '中国法定节假日 08:30-18:00开放(最晚入园17:30)', 'likeCount': 0, 'isLiked': False, 'playSpendTime': '3-4小时', 'openTimeDesc': '全年 周一-周五 08:30-17:30（17:00停止入园） 周六-周日 08:30-18:00（17:30停止入园）；中国法定节假日 08:30-18:00开放（17:30停止入园）', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekTime': '周一至周五', 'weekDesc': '08:30-17:30(最晚入园17:00)'}, {'weekTime': '周六至周日', 'weekDesc': '08:30-18:00(最晚入园17:30)'}]}, {'dateDesc': '中国法定节假日', 'holidayOpenDesc': '08:30-18:00开放(最晚入园17:30)', 'isCurrentTime': False}]}",青青世界是一个集科教与环保为一体的主题园林。园内有热带雨林、侏罗纪公园、蝴蝶农场、瓜果公园等十余个景点，非常适合周末度假，或者带上小朋友来亲近自然。青青世界位于深圳市南山区月亮湾，地处大南山山麓，最值得一看的是热带雨林和蝴蝶农场，热带雨林里的花花草草，还有来自亚马孙的大鱼总能让小朋友开心不已；蝴蝶世界里一年四季都能欣赏到翩翩飞舞的蝴蝶，非常漂亮。园内还有许多环保主题的看点，比如用废旧光碟、易拉罐等做成的艺术品，还有破铜烂铁做成的打击乐器，不仅十分新颖有趣，而且很有教育意义。参观外，青青世界里也有许多可参与的体验项目。瓜果公园里种植了许多可观赏和食用的瓜果蔬菜，以蛇瓜、珍珠番茄、大南瓜为特色。可以全家人在这里租一块“城市农夫”自留地，在租用期间，一家三口可凭地契随时免费入园耕种，瓜果成熟后，还能摘回家品尝自己亲手种下的劳动果实。此外，陶艺馆内亲身参与陶艺制作，到钓鱼池悠哉地钓钓鱼，捞金鱼、抓泥鳅……或者在森林乐园里和孩子一起玩原木游戏也是不错的体验。园内有西餐厅、田园餐厅等餐饮服务，也可以和朋友一起来动手烧烤。如果时间充裕，还可以选择在青青世界里留宿一晚，有小木屋、树屋、旅馆、别墅等可以选择。可以单订房间，或者直接购买更实惠的度假套票。景区内的餐饮和住宿略贵，可根据个人情况选择。相关信息详情可咨询景区或查询官网。,"{'儿童': [['1.2米（不含）以下', '免费'], ['身高1.2米（含）—1.5米（不含）', '半价']], '老人': [['70周岁（含）以上老年人持有效证件', '免费'], ['65周岁（含）至69周岁（含）老人凭有效证件', '半价']], '残疾人': [['残疾人凭一二级残疾证', '免费'], ['残疾人凭三四级残疾证', '半价']], '军人': [['持军人证或警官证军人/警察', '半价']]}"
壁画村,Mural Village,5701620,79350041,22.217451,113.550209,街区漫步,建筑与艺术的结合,0.0,0,4.1,28,https://youimg1.c-ctrip.com/target/0102412000axjmyzqD812.jpg,0,0,0,0,1-2小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'openTimeTips': '具体营业状态以当天开放情况为准', 'likeCount': 0, 'isLiked': False, 'playSpendTime': '1-2小时', 'openTimeDesc': '全年 全天开放；具体营业状态以当天开放情况为准', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",壁画村位于拱北迎宾社区的昌盛花园小区内。之前这里就是普通的住宅小区，在旧村改造项目中，我国艺术家万氏兄弟耗时近半年时间，以小区老旧楼宇的外墙为画布，创作了墙体壁画。在这里你可以看见建筑与艺术的结合，也可以看到与前方喧哗截然不同的悠然。在铺满了草坪的墙壁的楼梯上到处都是栩栩如生的3D画作，那渔民的船仿佛就要破壁而出，让人惊叹不已。这些壁画大多有些梦幻童真，是劳累以后，一个放松休闲的好去处。在看完壁画后，你还可以在附近的街区逛逛，品尝美食。,{}
金海滩,Golden beach,18127,80149,22.004489,113.391087,海滨沙滩,沙质柔软细腻的阳光海滩,0.0,0,3.7,38,https://dimg04.c-ctrip.com/images/0101g12000bbdqire6EC0.jpg,0,0,0,0,4小时,"{'openStatus': '暂停营业', 'openStatusType': 4, 'openTime': '营业时间待定', 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '4小时', 'openTimeDesc': '具体营业状态以当天开放情况为准'}",金海滩位于珠海市西区三灶岛长沙湾，是珠海市十大旅游景区之一。金海滩依山傍海，风景秀丽，湾口朝向东南，海水清澈见底，是一个游水晒日光浴的好去处。这里的沙滩非常好，沙质柔软细腻，在阳光下熠熠生辉，宛如金沙，故得名。金海滩有鲤鱼戏水、海蛙石、迷宫探险、情人岛狩猎、垂钓、三灶万人坟遗址、农家乐园等景点，还拥有长达3000米宽阔沙滩，让人可以尽情享受蓝天、白云、阳光、沙滩。此外，金海滩旅游区内有不少休闲别墅区和宾馆酒店，可满足不同层次旅客的需求。还有商业街、野炊烧烤场、餐饮酒吧、保健中心、儿童乐园、歌舞厅、海上游艇、沙滩排球、沙滩跑马、沙滩摩托车、激光射击等一批服务设施，是个不错的度假场所。,{}
荷包岛,Hebao Island,6123,76851,21.8622,113.166084,海滨玩水|海滨沙滩|亲近大自然|游山玩水,原始小岛体验小木屋和露营,0.0,0,4.2,84,https://dimg04.c-ctrip.com/images/100r1f000001gon7c4814.jpg,140.0,140.0,140.0,0,1-2天,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '1-2天', 'openTimeDesc': '全年 09:00-18:00', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '09:00-18:00'}]}]}",荷包岛位于珠海西南侧的南水镇海中，是一个长宽都有几公里的小岛。岛上海水清澈，海滩细腻，吸引了很多游客前来。在这里可以尽情的享受海水、沙滩，体验小木屋、露营等，度过悠闲假日。在南海之滨，有一个风景如画的岛屿---荷包岛。它地处黄茅海太平洋的交界，位于珠海市的西南端，总面积约13平方公里，其海岸总长约28公里，海水清澈透明。岛内有大南湾、藏宝湾（宝石滩）、笼统湾等八个海湾，可以利用的沙滩有几处，其中大南湾沙滩，长度约有4公里，纵深达200—500米，沙质柔软、均匀，有“十里银滩”之称，是一处难得的天然海滨泳场。,"{'儿童': [['身高1.2m以下（不含）小童免票', '免费']]}"
伶仃沙滩,Lingding Beach,1511327,18189159,22.099617,114.029932,海滨沙滩,美丽安静的小沙滩,0.0,0,4.4,27,https://youimg1.c-ctrip.com/target/100i1f000001gp4wv3080.jpg,0,0,0,0,0.5-1小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '0.5-1小时', 'openTimeDesc': '全年 全天开放', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",外伶仃岛上的一片沙滩，还是比较小的，多应该只能容纳200人。,{}
珠海国际会展中心,Zhuhai Guoji Huizhan Center,2040018,31672205,22.173324,113.525745,演出场馆|地标观景,集展览、剧院和酒店为一体,0.0,0,4.7,44,https://dimg04.c-ctrip.com/images/0100j120005os1u8jB7A9.jpg,0,0,0,0,,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'openTimeTips': '具体开放时间详见景区公示。', 'likeCount': 0, 'isLiked': False, 'openTimeDesc': '全年 09:00-17:30；具体开放时间详见景区公示。', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '09:00-17:30'}]}]}",珠海国际会展中心由华发集团与国家会议中心管理机构北辰集团合作进行管理，成为珠三角功能较完善、配套齐全、设施先进的场馆之一。珠海国际会展中心占地面积26.9万平方米，总建筑面积约70万平方米由珠海华发集团投资建设，位于珠海十字门商务区湾仔片区，是集展览、会议、酒店、剧院、音乐厅及配套商业于一体的大型会展综合体。是珠海城市和产业转型升级的重要支撑 。,{}
九洲港口岸,Jiuzhou Port,2028203,31660223,22.23986,113.588164,地标观景,连接海内外的桥梁与枢纽,0.0,0,4.4,83,https://youimg1.c-ctrip.com/target/0100h120008plco3oC519.jpg,218.0,133.0,218.0,96.0,2-3小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '全年 07:00-20:30', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '07:00-20:30'}]}]}",九洲港口岸是连接海内外的桥梁与枢纽，是人们重要的交通的纽带。,{}
飞沙滩,Feisha Beach,14897,79169,21.918432,113.28089,海滨玩水|海滨沙滩,珠海水质较好的沙滩,0.0,0,3.2,58,https://youimg1.c-ctrip.com/target/01024120005oxv9v8174D.jpg,50.0,40.0,50.0,50.0,1-4小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '1-4小时', 'openTimeDesc': '全年 全天开放', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",飞沙滩位于珠海市金湾区飞沙村，是珠海水质较好的一处沙滩，夏天时可以来此享受碧海蓝天，玩沙、游泳都非常不错，还有沙滩排球、水上摩托车，橡皮艇，海上降落伞等游乐项目，活动非常丰富。飞沙滩的门票包含冲凉，在里面游泳、戏水玩沙不需要另外付费。租用遮阳伞、体验娱乐项目需要另外付费。另外，景区里也可以免费露营，也有烧烤摊位，很适合组织集体活动。,{}
金台寺,Jintai Temple,49909,82929,22.225512,113.230008,,传说拜佛祈福十分灵验,0.0,0,4.4,105,https://dimg04.c-ctrip.com/images/100i1c000001ds84nA4F7.jpg,0,0,0,0,2-3小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '全年 7:30-17:30', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '7:30-17:30'}]}]}",金台寺位于珠海市西侧的斗门区，距离市区车程大约四十多公里，始于南宋灭亡时归隐至此的宋朝遗臣。如今的金台寺是南方的一处古刹，传说来此拜佛祈福十分灵验。而且寺院环境优美、空气清晰，爬山观景也非常不错。游览金台寺，可以先做公交车到山下公路，然后沿山走两公里左右的上山路就可以到达。一路上绿树葱郁，空气清爽，而且往往很安静，非常舒服。进入寺院里，依然是安静的氛围，这里的佛教氛围比较传统纯粹，可以上一柱香，随意走走，享受山中的清静。,{}
夏湾购物市场,Xiawan Market,77851005,77851005,22.224241,113.54078,街区漫步,,0.0,0,4.9,16,https://youimg1.c-ctrip.com/target/0105x12000awgtxwy4388.jpg,0,0,0,0,2-3小时,"{'openStatus': '', 'openStatusType': 999, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '具体营业状态以当天开放情况为准'}",夏湾市场是当地人民的生活和记忆，让人忘不掉它独有的“烟火气息”。夜幕降临，这里汇聚了天南地北的美食。然后这里变得嘈杂、拥挤却又透露着老珠海不言说都懂的人情味和那份接地气的市井生活。,{}
孙中山故里旅游区,Sun Yat-sen Hometown Tourist Area,69561671,69561671,22.445939,113.529942,5A|演出场馆,纵览伟人孙中山的成长轨迹,0.0,0,4.5,14,https://dimg04.c-ctrip.com/images/0104w120006d7hvw63CF5.jpg,60.0,60.0,60.0,60.0,2-4小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-4小时', 'openTimeDesc': '全年 09:00-17:30', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '09:00-17:30'}]}]}","孙中山故里旅游区位于广东省中山市南朗镇翠亨村，东临珠江口，西靠五桂山，毗邻港澳，距中山市城区约20千米，距广州城区约90千米。旅游区占地3.15平方公里，包含有孙中山故居纪念馆、翠亨村、中山影视城、辛亥革命纪念公园和犁头尖山五个核心景区，全方位展示孙中山从出生成长到从事革命活动的人生轨迹。
孙中山故居纪念馆，成立于1956年，现为全国爱国主义教育示范基地。现开放包括孙中山纪念展示区、翠亨民居展示区、农耕文化展示区、非物质文化遗产展示区、辛亥革命纪念公园及杨殷陆皓东纪念展示区等六大区域，形成以“孙中山及其成长的社会环境”为主题、兼具历史纪念性和民俗性，物质文化遗产与非物质文化遗产相结合的展示体系。
中山影视城，中国十大影视城之一，拥有中国、日本、英国、美国四个景区和一个展览馆区，浓缩了一代伟人孙中山先生在中国和世界各地从事革命活动的纪念地。
辛亥革命纪念公园，为纪念纪念辛亥革命100周年而建，园中心安置的花岗岩日记墙彰显了辛亥进程中以孙中山为首的民主革命家敢为人先的精神。
犁头尖山，位于翠亨古村北面，因形似犁头而得名，是翠亨的高峰，山上葬有孙中山家族墓群，登山望远可俯瞰孙中山故里旅游区全貌。
翠亨村，中国历史文化名村，因孙中山而闻名于世，村内现有杨殷故居、陆皓东故居等名人故居，且保有较为完整的岭南传统特色民居。",{}
华发·绿洋湾,Huafa Green Ocean Bay,5553356,62089794,22.366497,113.623822,海滨沙滩,,0.0,0,4.3,30,https://dimg04.c-ctrip.com/images/0104t120008ov3jerE87E.jpg,0,0,0,0,2-3小时,"{'openStatus': '暂停营业', 'openStatusType': 4, 'openTime': '营业时间待定', 'canSubscribed': False, 'hasSubscribed': False, 'openTimeTips': '具体营业状态以当天开放情况为准', 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '全年 全天开放；具体营业状态以当天开放情况为准', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",华发·绿洋湾位于珠海市香区唐家湾，因拥有一大片私密纯净的海湾而闻名。这里的海滩纯白又唯美、热烈又浪漫，被人称赞是粤港澳大湾区的“巴厘岛”、广东的“土耳其”。华发·绿洋湾碧海蓝天、白沙海贝，沙滩上另设有秋千、沙滩椅、玻璃球、英式电话亭、英式老爷车等设施。根据光线的不同，白沙滩还能呈现出不同的颜色。尤其是当太阳快要落山的时候，光投射在海滩上，呈现出浪漫、唯美的色彩，拍照不需要添加滤镜，每张都美得像电影海报。另外，这里也很适合亲子游，来的时候记得带上小沙铲、小水桶等工具，为孩子打造一个充满童趣的玩沙乐园。在这里孩子们可以肆意的在沙滩上堆城堡、与海浪追逐嬉戏。,{}
汤臣倍健营养探索馆,By-health Nutrition Exploratorium,64673617,64673617,22.037508,113.328254,科技馆|探秘展馆,体验多重沉浸式高科技互动,0.0,0,5.0,669,https://dimg04.c-ctrip.com/images/0104b120008cokhbt508E.jpg,60.0,30.0,50.0,0,2-3小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'openTimeTips': '自助餐开放时间： 11:30-13:30、16:30-17:30；音乐喷泉表演时间：09:00-17:00，每10分钟一场', 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '全年 09:00-17:00（16:00停止入园）；自助餐开放时间： 11:30-13:30、16:30-17:30；音乐喷泉表演时间：09:00-17:00，每10分钟一场', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '09:00-17:00(最晚入园16:00)'}]}]}","汤臣倍健营养探索馆，国家AAAA旅游景区核心景点汤臣倍健营养探索馆是以先进科技承载营养科普、健康检测、游乐分享等体验式互动于一体的综合型场馆。馆内有近100项充满奇妙魔力的创意触觉、视觉、味觉等多重沉浸式互动体验，无论亲子家庭、三五好友还是solo出游，让大小朋友都乐在其中！出发吧！探索专属于你的营养乐园…… 营养探索区32项沉浸式高科技互动体验，带来时空穿梭式的沉浸体验，让你在娱乐互动中测试体能数据，体验2050未来生活，感知生命律动，了解自己的身体； 云健康中心5项高端健康检测项目，配备骨密度检测、动脉硬化风险评估等高科技含量的健康检测设备，并由资深营养师为你提供1V1的专业检测报告解读，以及个性化营养健康指导等服务； 儿童星球28项趣味科普互动游戏，打造游戏式科普空间，寓教于乐，让孩子们在声、光、影、电的游戏中尽情享受探索营养科学的乐趣； 咖啡艺术空间
欣赏当代知名艺术家作品，品尝由专业营养师调配的健康饮品、轻食。招牌特制营养咖啡，甄选咖啡豆邂逅来自世界各地的优选营养原料，在舌尖上绽放营养的艺术。","{'老人': [['70周岁（含）以上', '免费'], ['60周岁（含）~69周岁（含）的老年人', '半价']], '儿童': [['身高1米（含）以下', '免费']], '军人': [['现役军人或退役军人', '免费']], '残疾人': [['', '半价']], '低保救助对象、五保户': [['', '半价']]}"
横琴花海长廊,,5714347,107518947,22.15684,113.519288,游山玩水,,0.0,0,4.8,48,https://dimg04.c-ctrip.com/images/010361200092m8tlp0884.jpg,0,0,0,0,3-4小时,"{'openStatus': '暂停营业', 'openStatusType': 4, 'openTime': '营业时间待定', 'canSubscribed': False, 'hasSubscribed': False, 'openTimeTips': '花海长廊驿站开放时间8:30-20:00，具体开放时间以景区现场公示为准。', 'likeCount': 0, 'isLiked': False, 'playSpendTime': '3-4小时', 'openTimeDesc': '全年 全天开放；花海长廊驿站开放时间8:30-20:00，具体开放时间以景区现场公示为准。', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",横琴花海长廊全长约十四公里，拥有美丽的花海景观，根据不同花期，种植有樱木棉、凤凰木和木棉等。花海长廊横跨三条跨海大桥和芒洲湿地公园，除了欣赏迷人的花海外，游客还可以在此露营野餐。,{}
企鹅馆,Penguin Pavilion,2110508,31843710,22.095704,113.53607,,观赏超萌治愈的极地绅士,0.0,0,4.8,188,https://dimg04.c-ctrip.com/images/100r1f000001gopst4295.jpg,0,0,0,0,15分钟,"{'openStatus': '', 'openStatusType': 999, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '15分钟', 'openTimeDesc': '开放时间会根据每日营运状况调整，具体时间详见景区现场公示。'}",企鹅馆有两大极地动物明星──全球体型至大的帝企鹅和可爱活泼的阿德利企鹅！您会发现，企鹅在雪地上动作缓慢笨拙，可是当它们一跃入水中，动作就会快如闪电，更会在水中划出一道道潜行轨迹。,{}
珠海博物馆(新馆),Zhuhai Museum,64669311,64669311,22.292906,113.577034,博物馆|演出场馆,,0.0,0,5.0,23,https://youimg1.c-ctrip.com/target/0106l1200092m4xazD549.jpg,0,0,0,0,2-3小时,"{'openStatus': '已闭园', 'openStatusType': 3, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '全年 周一 周二-周日 09:00-17:00（16:30停止入园）', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekTime': '周一', 'weekDesc': '不开放'}, {'weekTime': '周二至周日', 'weekDesc': '09:00-17:00(最晚入园16:30)'}]}]}",珠海博物馆占地面积约三万多平米，分为珠海历史、艺文与民俗、共同的记忆等多个展区，展品种类众多，常年举办各类文物和艺术展览。是一个集征集、保管、研究、鉴定与文物科技保护等多功能于一体的综合性博物馆。,{}
梦幻水城,Lost City,2828,75879,22.242743,113.535947,亲水乐园|嗨玩乐园|游山玩水,古埃及主题大型水上乐园,0.0,0,4.3,1000,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0A/AD/31/CghzgFVlZ5yAbC2oAAEp6aeg1g8030.jpg,118.0,85.0,75.95,85.0,0.5-0.6天,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '0.5-0.6天', 'openTimeDesc': '4月28日-6月20日 周一-周五 11:00-18:00（16:30停止售票，16:30停止入园） 周六-周日 10:00-18:30（17:00停止售票，17:00停止入园）；6月21日-8月31日 10:00-22:00（20:30停止售票，20:30停止入园）；9月1日-10月7日 周一-周五 11:00-18:00（16:30停止售票，16:30停止入园） 周六-周日 10:00-18:30（17:00停止售票，17:00停止入园）', 'openDateRuleInfo': [{'dateDesc': '6月21日-8月31日', 'isCurrentTime': True, 'openWeekRuleInfo': [{'weekDesc': '10:00-22:00(停止售票20:30,最晚入园20:30)'}]}, {'dateDesc': '4月28日-6月20日', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekTime': '周一至周五', 'weekDesc': '11:00-18:00(停止售票16:30,最晚入园16:30)'}, {'weekTime': '周六至周日', 'weekDesc': '10:00-18:30(停止售票17:00,最晚入园17:00)'}]}, {'dateDesc': '9月1日-10月7日', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekTime': '周一至周五', 'weekDesc': '11:00-18:00(停止售票16:30,最晚入园16:30)'}, {'weekTime': '周六至周日', 'weekDesc': '10:00-18:30(停止售票17:00,最晚入园17:00)'}]}]}",梦幻水城毗邻圆明新园，是以世界文明古国古埃及为背景建设的大型情景式水上乐园。这里拥有眼镜王蛇、埃及大水寨、尼罗河大回旋等滑道，以及漂流、造浪、游泳等主题区，是珠海市亲子游乐、休闲消暑的热门景点。走进梦幻水城，道路两旁分别矗立着8组16尊古埃及神兽，仿佛开始了一段神秘、奇幻的旅程。廊堡是景区的标志性建筑，气势磅礴，充满了浓郁的史前文化氛围。造浪池造浪池是梦幻水城中充满激情的娱乐项目，具有模拟大海的性能，能通过池底鼓风机营造出8种不同状态的浪峰，高达1.5米。你可以在此尽情嬉戏游水，或者参加冲浪运动，仿佛置身于热带海滩中。滑道区景区内还有眼镜王蛇、埃及大水寨、尼罗河大回旋三种滑道。滑道外观全部为古埃及风格，游客乘坐专用皮筏从高处俯冲而下，中途体验喷水、射水等多种刺激，带给你高速度的震撼体验。漂流区梦幻水城中还设有漂流区，坐上“小船”的那一刻起，摇身一变就成了英国探险家，在布满古埃及布景和雕像的途中开始令人心跳的旅程。儿童游玩区家长们可以带着孩子前往儿童游玩区的少年活力池，这里有许多较为平缓的水上游玩设施，比较适合小朋友们。按摩池玩累了的话，则可以去舒缓的按摩池，感受独特的水力按摩。,"{'儿童': [['身高1.2米（不含）儿童免票，需成人携带，1名购票成人可携带1名1.2米（不含）以下免票儿童入园', '免费'], ['1.2米（含）-1.5米（不含）的儿童', '优惠']], '老人': [['65周岁（含）以上的长者凭证件', '优惠']], '军人': [['凭军官证', '优惠']], '残疾人': [['凭残疾证', '优惠']], '学生': [['凭本人身份证及本人全日制学生证', '优惠']]}"
海天公园沙滩,Haitian Park Beach,4628733,51936203,22.307243,113.583887,海滨沙滩,休闲散步放松身心的胜地,0.0,0,5.0,12,https://dimg04.c-ctrip.com/images/0103a12000ax7efq47857.jpg,0,0,0,0,2-3小时,"{'openStatus': '暂停营业', 'openStatusType': 4, 'openTime': '营业时间待定', 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '2-3小时', 'openTimeDesc': '具体营业状态以当天开放情况为准。'}",拥有多种珍稀植物，还有绿油油的大草坪，30米人工建造的瀑布，休闲散步放松身心的胜地。,{}
银沙滩,Silver Sand Beach,1834925,24654223,22.004812,113.350091,海滨玩水|海滨沙滩,沙细如粉，色泽如银,0.0,0,4.0,13,https://dimg04.c-ctrip.com/images/01042120008ov3jlv6918.jpg,0,0,0,0,3-4小时,"{'openStatus': '开园中', 'openStatusType': 0, 'canSubscribed': False, 'hasSubscribed': False, 'likeCount': 0, 'isLiked': False, 'playSpendTime': '3-4小时', 'openTimeDesc': '全年 全天开放', 'openDateRuleInfo': [{'dateDesc': '全年', 'isCurrentTime': False, 'openWeekRuleInfo': [{'weekDesc': '全天开放'}]}]}",银沙滩生态园建设于2004年初，坐落于珠海三灶木头村对面，距珠海机场2公里远。银沙滩水清滩平，沙细如粉，色泽如银，是一个以农家乐形式发展，集海滩、果园、奇石为一体的旅游、休闲、娱乐的好地方。至今仍在不断完善中。,{}
